ID,adj.P.Val,P.Value,t,B,logFC,SPOT_ID
17423939,6.94E-01,5.38E-01,-0.6253491,-7.94377,-0.03001108,chr4(-):35706647-36951747
17420866,6.94E-01,5.38E-01,-0.6253228,-7.94378,-0.04997583,chr4(+):140810993-140817511
17549090,6.94E-01,5.38E-01,0.6252389,-7.94384,0.02631625,--not in current csv annotation file
17366892,6.94E-01,5.38E-01,-0.6251767,-7.94388,-0.04873128,chr2(+):10506755-10506855
17244545,6.94E-01,5.38E-01,0.6251462,-7.9439,0.02848919,chr10(-):98299927-98351867
17494179,6.94E-01,5.38E-01,0.6251322,-7.94391,0.03872297,chr7(-):103505997-103506944
17497883,6.94E-01,5.38E-01,-0.625083,-7.94394,-0.06207764,chr7(-):141386495-141386624
17201647,6.94E-01,5.38E-01,-0.6250534,-7.94396,-0.10630439,--normgene->intron
17440521,6.94E-01,5.38E-01,0.625053,-7.94396,0.05302822,chr5(+):110354096-110356087
17383441,6.94E-01,5.38E-01,-0.6249009,-7.94405,-0.0372405,chr2(-):28907679-28916668
17331475,6.94E-01,5.39E-01,-0.6248601,-7.94408,-0.04694506,chr16(-):70381819-70382385
17322543,6.94E-01,5.39E-01,-0.6248136,-7.94411,-0.05458506,chr16(+):4683628-4683745
17460574,6.94E-01,5.39E-01,-0.6246848,-7.94419,-0.10651892,--not in current csv annotation file
17237762,6.94E-01,5.39E-01,-0.6245686,-7.94427,-0.03783372,chr10(+):122448499-122453453
17384619,6.94E-01,5.39E-01,0.624536,-7.94429,0.11521031,chr2(-):37400047-37400157
17412696,6.94E-01,5.39E-01,-0.6245122,-7.9443,-0.05376869,chr4(+):35225204-35262222
17306325,6.94E-01,5.39E-01,-0.6245064,-7.94431,-0.04672903,chr14(-):52489935-52495695
17250860,6.94E-01,5.39E-01,-0.6244645,-7.94433,-0.05397897,chr11(+):64012615-64015224
17501140,6.94E-01,5.39E-01,0.6244379,-7.94435,0.04349414,chr8(+):50563241-50563303
17211531,6.94E-01,5.39E-01,-0.6244197,-7.94436,-0.03947306,chr1(+):29985934-29986043
17299039,6.94E-01,5.39E-01,-0.6243344,-7.94442,-0.03253983,chr14(+):42557053-42567023
17201163,6.94E-01,5.39E-01,0.6242843,-7.94445,0.07128256,--normgene->intron
17291258,6.94E-01,5.39E-01,0.6242814,-7.94445,0.03813706,chr13(-):23933768-23934156
17494199,6.94E-01,5.39E-01,0.6240266,-7.94461,0.04734764,chr7(-):103740201-103741322
17529417,6.94E-01,5.39E-01,-0.6240226,-7.94462,-0.03737106,chr9(-):86765936-86880654
17427357,6.94E-01,5.39E-01,0.6237954,-7.94476,0.04618603,chr4(-):96195197-96236659
17244474,6.94E-01,5.39E-01,-0.6237427,-7.9448,-0.03258464,chr10(-):94930468-94930779
17287969,6.94E-01,5.39E-01,0.6237334,-7.9448,0.0536055,chr13(+):59769965-59773680
17291461,6.94E-01,5.39E-01,-0.6237314,-7.9448,-0.03418961,chr13(-):27601819-27610582
17206665,6.94E-01,5.39E-01,0.6236572,-7.94485,0.06769656,--normgene->intron
17204097,6.95E-01,5.39E-01,-0.6235718,-7.94491,-0.12492944,--normgene->intron
17352693,6.95E-01,5.39E-01,0.6234451,-7.94499,0.04331103,chr18(-):10782899-10782985
17516176,6.95E-01,5.39E-01,-0.6233842,-7.94503,-0.04160808,chr9(+):38498671-38499603
17376862,6.95E-01,5.39E-01,0.623357,-7.94504,0.03750547,chr2(+):137663435-137829244
17363390,6.95E-01,5.40E-01,-0.6233232,-7.94506,-0.03251086,chr19(-):18930605-19111196
17506226,6.95E-01,5.40E-01,-0.6233049,-7.94508,-0.04285344,chr8(+):120095060-120097736
17440653,6.95E-01,5.40E-01,-0.6232784,-7.94509,-0.05122744,chr5(+):112206763-112210002
17200753,6.95E-01,5.40E-01,0.6231478,-7.94518,0.08266919,--normgene->intron
17331270,6.95E-01,5.40E-01,-0.6230336,-7.94525,-0.03783219,chr16(-):59314257-59315405
17202827,6.95E-01,5.40E-01,-0.6229175,-7.94532,-0.09981367,--normgene->intron
17462368,6.95E-01,5.40E-01,-0.6229118,-7.94533,-0.03584544,chr6(+):120554796-120574204
17407466,6.95E-01,5.40E-01,0.6229014,-7.94533,0.05612706,chr3(-):92777210-92778899
17359948,6.95E-01,5.40E-01,-0.6228712,-7.94535,-0.06511442,--not in current csv annotation file
17551095,6.95E-01,5.40E-01,-0.6228561,-7.94536,-0.06968572,--control->affx->polya_spike
17201107,6.95E-01,5.40E-01,0.6226282,-7.94551,0.04655847,--normgene->intron
17549228,6.95E-01,5.40E-01,-0.622586,-7.94554,-0.04302783,--not in current csv annotation file
17549314,6.95E-01,5.40E-01,-0.622586,-7.94554,-0.04302783,--not in current csv annotation file
17241614,6.95E-01,5.40E-01,0.622553,-7.94556,0.03146072,chr10(-):66120609-66124064
17385710,6.95E-01,5.40E-01,0.6223909,-7.94566,0.05675614,chr2(-):60954060-60954133
17201385,6.95E-01,5.40E-01,0.6223398,-7.94569,0.05570403,--normgene->intron
17386477,6.95E-01,5.40E-01,-0.6222351,-7.94576,-0.16767542,chr2(-):72971548-72986716
17370954,6.95E-01,5.40E-01,-0.622163,-7.94581,-0.03184878,chr2(+):58567298-58792971
17260482,6.95E-01,5.40E-01,0.6221151,-7.94584,0.03251936,chr11(-):7270351-7290374
17228667,6.95E-01,5.40E-01,-0.6221101,-7.94584,-0.04553811,chr1(-):158711731-158957739
17481628,6.95E-01,5.40E-01,-0.6219971,-7.94591,-0.04904378,chr7(+):108621814-108622764
17201639,6.95E-01,5.40E-01,0.6219683,-7.94593,0.09927497,--normgene->intron
17326069,6.95E-01,5.40E-01,0.6219221,-7.94596,0.03240572,chr16(+):48842552-48844461
17430222,6.95E-01,5.40E-01,-0.6219034,-7.94597,-0.05333636,chr4(-):127351086-127354081
17353758,6.95E-01,5.41E-01,-0.6217444,-7.94607,-0.05449586,chr18(-):36763671-36766214
17541316,6.96E-01,5.41E-01,0.6215003,-7.94623,0.04706656,chrX(-):42681757-42681886
17326783,6.96E-01,5.41E-01,0.6213628,-7.94632,0.06148344,chr16(+):84371143-84375505
17530320,6.96E-01,5.41E-01,0.621362,-7.94632,0.06354236,chr9(-):103526817-103526919
17262055,6.96E-01,5.41E-01,-0.6212699,-7.94638,-0.03893725,chr11(-):46148155-46166508
17470867,6.96E-01,5.41E-01,-0.621176,-7.94644,-0.038374,chr6(-):124769863-124779727
17247039,6.96E-01,5.41E-01,-0.6211196,-7.94647,-0.02976306,chr11(+):5861866-5872225
17475399,6.96E-01,5.41E-01,-0.6210499,-7.94652,-0.03843772,chr7(+):26307190-26315088
17454326,6.96E-01,5.41E-01,-0.621041,-7.94652,-0.06624025,chr5(-):138561840-138564694
17475755,6.96E-01,5.41E-01,0.6210318,-7.94653,0.05187361,chr7(+):28123254-28123359
17484108,6.96E-01,5.41E-01,-0.6209792,-7.94656,-0.04105506,chr7(+):133128251-133142457
17414800,6.96E-01,5.41E-01,0.6209472,-7.94658,0.05323581,chr4(+):64444730-64444858
17401228,6.96E-01,5.41E-01,-0.6209372,-7.94659,-0.04685756,chr3(+):103771952-103789402
17204395,6.96E-01,5.41E-01,-0.6208825,-7.94662,-0.12560714,--normgene->intron
17267656,6.96E-01,5.41E-01,-0.6208764,-7.94663,-0.0372375,chr11(-):89300638-89302559
17348111,6.96E-01,5.41E-01,-0.6208675,-7.94663,-0.04175061,chr18(+):3860108-3860430
17432509,6.96E-01,5.41E-01,-0.6208427,-7.94665,-0.03564361,chr4(-):143991119-143994369
17200167,6.96E-01,5.41E-01,-0.6208334,-7.94665,-0.18315061,--normgene->intron
17227611,6.96E-01,5.41E-01,-0.6207412,-7.94671,-0.03334825,chr1(-):138876272-138876950
17331848,6.96E-01,5.41E-01,0.6206597,-7.94677,0.03383739,chr16(-):88707171-88707962
17258644,6.96E-01,5.41E-01,0.6205744,-7.94682,0.03350075,chr11(+):116752167-116759373
17487533,6.96E-01,5.41E-01,0.6203975,-7.94693,0.07366272,chr7(-):20509617-20510534
17460293,6.96E-01,5.42E-01,-0.6201786,-7.94707,-0.04294094,chr6(+):85451505-85468477
17494131,6.96E-01,5.42E-01,0.6201176,-7.94711,0.06565036,chr7(-):102734582-102734714
17384477,6.96E-01,5.42E-01,-0.6200929,-7.94713,-0.03513217,chr2(-):35375562-35397175
17425248,6.96E-01,5.42E-01,-0.6200879,-7.94713,-0.03494586,chr4(-):49584506-49597876
17244215,6.96E-01,5.42E-01,-0.6200684,-7.94714,-0.02839947,chr10(-):92072086-92072185
17549662,6.96E-01,5.42E-01,-0.620056,-7.94715,-0.04629903,--not in current csv annotation file
17237079,6.96E-01,5.42E-01,0.6200454,-7.94716,0.03382581,chr10(+):105573953-105583874
17243183,6.96E-01,5.42E-01,-0.620021,-7.94717,-0.04549408,chr10(-):81084324-81098874
17518268,6.96E-01,5.42E-01,0.6199708,-7.9472,0.07815347,chr9(+):64048496-64048590
17551107,6.96E-01,5.42E-01,0.6198166,-7.9473,0.03823814,--control->affx->polya_spike
17220941,6.96E-01,5.42E-01,0.6197975,-7.94731,0.07268867,chr1(+):193272161-193273216
17231855,6.97E-01,5.42E-01,0.6195114,-7.9475,0.04567225,chr10(+):19356539-19358606
17223662,6.97E-01,5.42E-01,-0.6194211,-7.94755,-0.03900964,chr1(-):62790918-62794732
17447560,6.97E-01,5.42E-01,0.6193989,-7.94757,0.05425083,chr5(-):37289098-37336894
17348631,6.97E-01,5.42E-01,-0.6193577,-7.94759,-0.04979333,chr18(+):14423650-14425311
17269042,6.97E-01,5.42E-01,-0.6192045,-7.94769,-0.03902653,chr11(-):99345565-99351104
17204023,6.97E-01,5.42E-01,0.6191038,-7.94776,0.07895375,--normgene->intron
17275470,6.97E-01,5.42E-01,0.6188235,-7.94793,0.06741861,chr12(+):54997072-54997177
17539241,6.97E-01,5.43E-01,0.6186929,-7.94802,0.06574806,chrX(+):159988433-160123351
17547725,6.97E-01,5.43E-01,-0.6186634,-7.94804,-0.04730319,chr13(+):14377727-14523226
17205309,6.97E-01,5.43E-01,0.6186607,-7.94804,0.14258925,--normgene->intron
17286316,6.97E-01,5.43E-01,-0.6186119,-7.94807,-0.04863403,chr13(+):31352980-31353094
17201441,6.97E-01,5.43E-01,-0.618507,-7.94813,-0.10000992,--normgene->intron
17427951,6.97E-01,5.43E-01,-0.6184845,-7.94815,-0.0588675,chr4(-):107806033-107823022
17220753,6.97E-01,5.43E-01,-0.6184558,-7.94817,-0.12066303,--not in current csv annotation file
17364945,6.97E-01,5.43E-01,0.6184343,-7.94818,0.03429914,chr19(-):43609077-43610625
17529222,6.97E-01,5.43E-01,-0.6184165,-7.94819,-0.03177078,chr9(-):81776695-81863896
17273564,6.97E-01,5.43E-01,-0.6182656,-7.94829,-0.05148983,chr11(-):121905762-121956727
17315465,6.97E-01,5.43E-01,-0.61822,-7.94832,-0.04473631,chr15(+):102518192-102523676
17524722,6.97E-01,5.43E-01,0.6181801,-7.94834,0.05501081,chr9(-):21496495-21496564
17230153,6.97E-01,5.43E-01,0.6181418,-7.94837,0.05773733,chr1(-):175600374-175625635
17281971,6.97E-01,5.43E-01,-0.6180634,-7.94842,-0.03814875,chr12(-):75714248-75735729
17494317,6.97E-01,5.43E-01,0.618022,-7.94844,0.04064431,chr7(-):104188748-104188829
17464258,6.97E-01,5.43E-01,-0.6179996,-7.94846,-0.02862819,chr6(+):145441756-145444028
17309726,6.98E-01,5.43E-01,-0.6177741,-7.9486,-0.031291,chr14(-):123276641-123627144
17494774,6.98E-01,5.43E-01,0.6177139,-7.94864,0.02916714,chr7(-):107846458-107862555
17537283,6.98E-01,5.43E-01,-0.6176218,-7.9487,-0.03529492,chrX(+):113297510-113836386
17253478,6.98E-01,5.43E-01,-0.6175913,-7.94872,-0.04157028,chr11(+):78188427-78192193
17454794,6.98E-01,5.43E-01,0.6173977,-7.94884,0.05478375,chr5(-):143172186-143180775
17211369,6.98E-01,5.43E-01,-0.6173891,-7.94884,-0.05307631,chr1(+):20730905-20734496
17279537,6.98E-01,5.43E-01,-0.6173729,-7.94885,-0.04151075,chr12(+):113416884-113418938
17271443,6.98E-01,5.43E-01,0.6172893,-7.94891,0.02524214,chr11(-):110176820-110251776
17206775,6.98E-01,5.43E-01,0.6172451,-7.94894,0.22913419,--normgene->intron
17273135,6.98E-01,5.43E-01,0.6172097,-7.94896,0.04123431,chr11(-):120486339-120488753
17300024,6.98E-01,5.44E-01,0.6171488,-7.949,0.19766639,chr14(+):53559676-53560247
17370141,6.98E-01,5.44E-01,-0.6171424,-7.949,-0.04251039,chr2(+):34993973-35013446
17283780,6.98E-01,5.44E-01,-0.6170848,-7.94904,-0.03898483,chr12(-):105394856-105403760
17252739,6.98E-01,5.44E-01,0.6170112,-7.94908,0.05140503,chr11(+):74155127-74156126
17515272,6.98E-01,5.44E-01,-0.6169705,-7.94911,-0.03889508,chr9(+):21592722-21595970
17481600,6.98E-01,5.44E-01,-0.6169616,-7.94912,-0.03225153,chr7(+):107990367-107991299
17239763,6.98E-01,5.44E-01,0.6169581,-7.94912,0.03412825,chr10(-):24091195-24092320
17419416,6.98E-01,5.44E-01,-0.6167162,-7.94927,-0.0464215,chr4(+):132442034-132442127
17211883,6.98E-01,5.44E-01,0.6165652,-7.94937,0.0937275,chr1(+):37005439-37005557
17504878,6.98E-01,5.44E-01,0.6165179,-7.9494,0.07023361,chr8(+):105686274-105698178
17543827,6.98E-01,5.44E-01,0.6164485,-7.94944,0.03961553,chrX(-):103762917-103763545
17262413,6.98E-01,5.44E-01,0.6163877,-7.94948,0.02963122,chr11(-):50851332-50852582
17206901,6.98E-01,5.44E-01,0.6161682,-7.94962,0.16892192,--normgene->intron
17236990,6.98E-01,5.44E-01,0.6161664,-7.94962,0.03938558,chr10(+):100592386-100618391
17502499,6.98E-01,5.44E-01,0.616163,-7.94962,0.04475278,chr8(+):72723288-72758203
17203643,6.98E-01,5.44E-01,0.616063,-7.94968,0.17754575,--normgene->intron
17508848,6.98E-01,5.44E-01,-0.6159672,-7.94974,-0.09526631,chr8(-):38982904-38983035
17457967,6.98E-01,5.44E-01,-0.6158979,-7.94979,-0.04305736,chr6(+):42744039-42744992
17549714,6.99E-01,5.44E-01,0.6157611,-7.94987,0.03748767,--not in current csv annotation file
17209895,6.99E-01,5.45E-01,-0.6155283,-7.95002,-0.08132031,--normgene->intron
17203051,6.99E-01,5.45E-01,0.6152817,-7.95018,0.11658442,--normgene->intron
17415174,6.99E-01,5.45E-01,-0.6152652,-7.95019,-0.05133864,chr4(+):86558446-86559804
17541528,6.99E-01,5.45E-01,0.6152035,-7.95023,0.02398808,chrX(-):49782536-49797749
17447036,6.99E-01,5.45E-01,0.6150327,-7.95034,0.06018656,chr5(-):32470836-32473381
17525060,6.99E-01,5.45E-01,0.6149719,-7.95037,0.04572725,chr9(-):24720812-24774303
17235998,6.99E-01,5.45E-01,-0.614877,-7.95043,-0.03815408,chr10(+):84488293-84497435
17439815,6.99E-01,5.45E-01,0.614653,-7.95058,0.03348372,chr5(+):104299171-104311472
17203761,6.99E-01,5.45E-01,-0.6145061,-7.95067,-0.09478783,--normgene->intron
17536252,6.99E-01,5.45E-01,-0.6143964,-7.95074,-0.02710342,chrX(+):93251474-93251606
17498962,7.00E-01,5.45E-01,-0.6143456,-7.95077,-0.04491581,chr8(+):11312805-11449287
17217836,7.00E-01,5.45E-01,0.6143339,-7.95078,0.05991369,chr1(+):136697374-136697471
17548014,7.00E-01,5.46E-01,-0.6140081,-7.95098,-0.03826811,chr17(+):90454646-90456573
17376443,7.00E-01,5.46E-01,-0.6140079,-7.95098,-0.03537125,chr2(+):131159537-131171342
17240077,7.00E-01,5.46E-01,-0.6138432,-7.95109,-0.05135519,chr10(-):30832359-30842801
17390131,7.00E-01,5.46E-01,0.6137214,-7.95116,0.02997444,chr2(-):120299957-120314165
17220752,7.00E-01,5.46E-01,-0.6135254,-7.95129,-0.08254994,--not in current csv annotation file
17218363,7.00E-01,5.46E-01,-0.613204,-7.95149,-0.05748542,chr1(+):154201187-154205674
17305957,7.00E-01,5.46E-01,0.613147,-7.95152,0.03194828,chr14(-):50345376-50346440
17233271,7.00E-01,5.46E-01,0.6130405,-7.95159,0.04157211,chr10(+):52032251-52032387
17359932,7.00E-01,5.46E-01,-0.6130346,-7.9516,-0.16746672,--not in current csv annotation file
17460756,7.00E-01,5.46E-01,-0.6130056,-7.95161,-0.03948322,chr6(+):89976171-89977100
17472345,7.00E-01,5.46E-01,-0.612993,-7.95162,-0.07014739,chr6(-):141708118-141773810
17351364,7.00E-01,5.46E-01,-0.6129464,-7.95165,-0.03164339,chr18(+):65698268-65751601
17248081,7.00E-01,5.46E-01,-0.6128315,-7.95172,-0.11432536,--not in current csv annotation file
17201565,7.00E-01,5.46E-01,0.6128259,-7.95173,0.04367228,--normgene->intron
17206027,7.00E-01,5.46E-01,0.6128121,-7.95174,0.08225131,--normgene->intron
17305941,7.00E-01,5.46E-01,-0.612793,-7.95175,-0.02798858,chr14(-):50147901-50148872
17332730,7.00E-01,5.46E-01,0.6127463,-7.95178,0.05277636,chr17(+):3557824-3559863
17488148,7.00E-01,5.46E-01,0.6126786,-7.95182,0.11897822,chr7(-):27176006-27176093
17494476,7.01E-01,5.46E-01,-0.6125983,-7.95187,-0.03077256,chr7(-):105329217-105330278
17346850,7.01E-01,5.46E-01,-0.6125949,-7.95187,-0.04246406,chr17(-):66555252-66594622
17262958,7.01E-01,5.46E-01,0.6125901,-7.95188,0.05203744,chr11(-):55191719-55197864
17210479,7.01E-01,5.47E-01,0.6125061,-7.95193,0.10583661,--normgene->intron
17465272,7.01E-01,5.47E-01,-0.6123183,-7.95205,-0.0286935,chr6(-):27275121-28135178
17414802,7.01E-01,5.47E-01,-0.6123097,-7.95205,-0.04614897,chr4(+):65124174-65357509
17282980,7.01E-01,5.47E-01,0.6121413,-7.95216,0.05508964,chr12(-):90998492-91384409
17445539,7.01E-01,5.47E-01,0.6120517,-7.95221,0.04322047,chr5(-):8773577-8798523
17441347,7.01E-01,5.47E-01,-0.6119656,-7.95227,-0.05123978,chr5(+):116312360-116318281
17243715,7.01E-01,5.47E-01,0.6118147,-7.95236,0.05437394,chr10(-):86038685-86038788
17215539,7.01E-01,5.47E-01,0.6117506,-7.9524,0.03482944,chr1(+):88406961-88426438
17452453,7.01E-01,5.47E-01,-0.6116881,-7.95244,-0.08717317,chr5(-):122697196-122697603
17398052,7.01E-01,5.47E-01,-0.6116714,-7.95245,-0.04727386,chr3(+):65109384-65378223
17389635,7.01E-01,5.47E-01,-0.6116393,-7.95247,-0.04751164,chr2(-):116066216-116067444
17328728,7.01E-01,5.47E-01,-0.6115033,-7.95256,-0.03929319,chr16(-):17544465-17561247
17535127,7.01E-01,5.47E-01,-0.6114858,-7.95257,-0.037864,chrX(+):61041741-61076068
17393769,7.01E-01,5.47E-01,-0.6114557,-7.95259,-0.04467731,chr2(-):157713668-157713801
17208385,7.01E-01,5.47E-01,-0.6114355,-7.9526,-0.08009603,--normgene->intron
17329038,7.01E-01,5.47E-01,-0.6114246,-7.95261,-0.04548183,chr16(-):19565940-19566881
17484105,7.01E-01,5.47E-01,0.6113076,-7.95268,0.05580219,--not in current csv annotation file
17265792,7.01E-01,5.47E-01,0.6112231,-7.95273,0.04520869,chr11(-):73814142-73816880
17316043,7.01E-01,5.47E-01,-0.6111204,-7.9528,-0.03425272,chr15(-):11839896-11905674
17409619,7.01E-01,5.47E-01,-0.6110386,-7.95285,-0.05138022,chr3(-):114824154-114824285
17525304,7.01E-01,5.48E-01,-0.6108778,-7.95295,-0.04083528,chr9(-):32314783-32344237
17329034,7.02E-01,5.48E-01,-0.6107691,-7.95302,-0.04135989,chr16(-):19514696-19515634
17357902,7.02E-01,5.48E-01,-0.6107115,-7.95306,-0.03648994,chr19(+):12998988-12999920
17274556,7.02E-01,5.48E-01,0.6106369,-7.9531,0.04882822,chr12(+):24779018-24779146
17275976,7.02E-01,5.48E-01,0.6105427,-7.95316,0.04546997,chr12(+):69963409-69969744
17257143,7.02E-01,5.48E-01,-0.6105371,-7.95317,-0.04853058,chr11(+):103363213-103364651
17378995,7.02E-01,5.48E-01,0.610473,-7.95321,0.04125653,chr2(+):159947341-159981289
17418030,7.02E-01,5.48E-01,-0.6103877,-7.95326,-0.03961208,chr4(+):120615840-120622682
17496945,7.02E-01,5.48E-01,-0.6103828,-7.95326,-0.03879039,chr7(-):128774846-128774963
17241027,7.02E-01,5.48E-01,-0.6103799,-7.95326,-0.04599928,chr10(-):59799199-59800254
17414520,7.02E-01,5.48E-01,-0.6103069,-7.95331,-0.04421344,chr4(+):61783123-61801286
17328623,7.02E-01,5.48E-01,0.6103027,-7.95331,0.06815683,chr16(-):17124400-17124496
17251947,7.02E-01,5.48E-01,0.609993,-7.95351,0.03620767,chr11(+):70092644-70106187
17210205,7.02E-01,5.48E-01,0.6099015,-7.95356,0.10158578,--normgene->intron
17418999,7.02E-01,5.48E-01,0.6097038,-7.95369,0.04353844,chr4(+):129461581-129488498
17284542,7.02E-01,5.48E-01,0.6096598,-7.95371,0.04040828,chr12(-):114772928-114773221
17547980,7.02E-01,5.48E-01,0.6095993,-7.95375,0.05697386,chr16(-):58823781-58826766
17456381,7.02E-01,5.48E-01,0.6095481,-7.95378,0.02961289,chr6(+):22875502-23052916
17363220,7.02E-01,5.48E-01,-0.6095409,-7.95379,-0.05168447,chr19(-):15955773-15984989
17504964,7.02E-01,5.48E-01,-0.6095087,-7.95381,-0.03360172,chr8(+):105880881-105893225
17444059,7.02E-01,5.48E-01,0.609501,-7.95381,0.05223208,chr5(+):140207385-140210751
17325321,7.02E-01,5.48E-01,0.6094629,-7.95384,0.04615594,chr16(+):36135939-36137734
17325410,7.02E-01,5.49E-01,-0.6094057,-7.95387,-0.03401122,chr16(+):36875140-36933085
17465407,7.02E-01,5.49E-01,0.6093508,-7.95391,0.04761694,chr6(-):29482036-29507952
17252754,7.02E-01,5.49E-01,0.6093324,-7.95392,0.03455256,chr11(+):74319792-74319910
17503866,7.02E-01,5.49E-01,0.6093251,-7.95392,0.04300981,chr8(+):92960079-93001667
17449236,7.02E-01,5.49E-01,-0.6092571,-7.95397,-0.03974711,chr5(-):86302217-86373420
17286158,7.02E-01,5.49E-01,-0.6091692,-7.95402,-0.03043731,chr13(+):27259436-27276660
17471850,7.02E-01,5.49E-01,-0.6091454,-7.95404,-0.03998783,chr6(-):131299144-131353597
17225210,7.02E-01,5.49E-01,0.6090669,-7.95409,0.03146136,chr1(-):87098002-87101606
17530780,7.02E-01,5.49E-01,0.6090364,-7.95411,0.03561211,chr9(-):106812495-106812598
17205799,7.02E-01,5.49E-01,0.6089789,-7.95414,0.05333278,--normgene->intron
17366448,7.02E-01,5.49E-01,-0.6089063,-7.95419,-0.04635761,chr2(+):3855030-3877575
17460758,7.02E-01,5.49E-01,-0.6088091,-7.95425,-0.04099228,chr6(+):90021888-90022820
17208239,7.03E-01,5.49E-01,-0.6087334,-7.95429,-0.09085678,--normgene->intron
17536201,7.03E-01,5.49E-01,-0.608691,-7.95432,-0.03988394,chrX(+):86191764-86195947
17208777,7.03E-01,5.49E-01,-0.608603,-7.95438,-0.10513828,--normgene->intron
17363141,7.03E-01,5.49E-01,-0.6084791,-7.95445,-0.03673256,chr19(-):13102379-13104756
17389313,7.03E-01,5.49E-01,0.6082923,-7.95457,0.03880953,chr2(-):112129871-112130815
17400749,7.03E-01,5.49E-01,0.6081897,-7.95463,0.05162019,chr3(+):96904693-97077416
17230282,7.03E-01,5.49E-01,-0.6081668,-7.95465,-0.03681956,chr1(-):178328105-178337797
17274092,7.03E-01,5.49E-01,-0.6080243,-7.95474,-0.03077956,chr12(+):12013623-12013751
17530990,7.03E-01,5.50E-01,-0.6077566,-7.95491,-0.05031064,chr9(-):107674474-107679592
17363148,7.03E-01,5.50E-01,0.6076212,-7.95499,0.06865647,chr19(-):13301001-13301107
17438323,7.03E-01,5.50E-01,0.6075182,-7.95505,0.12396122,--not in current csv annotation file
17500093,7.03E-01,5.50E-01,-0.607488,-7.95507,-0.04240994,chr8(+):24680814-24680937
17507691,7.03E-01,5.50E-01,-0.6074315,-7.95511,-0.04732456,chr8(-):14273181-14273311
17278364,7.03E-01,5.50E-01,-0.60737,-7.95515,-0.04980514,chr12(+):105176358-105181145
17224736,7.03E-01,5.50E-01,0.6073676,-7.95515,0.05238178,chr1(-):79513739-79513864
17479188,7.03E-01,5.50E-01,0.6072651,-7.95521,0.04691669,chr7(+):73825918-73838952
17202089,7.03E-01,5.50E-01,-0.6071278,-7.9553,-0.05797456,--normgene->intron
17370348,7.03E-01,5.50E-01,0.6071168,-7.9553,0.04605547,chr2(+):36793238-36794368
17346633,7.04E-01,5.50E-01,-0.6069519,-7.95541,-0.04175736,chr17(-):59569559-59569665
17546333,7.04E-01,5.50E-01,-0.6066495,-7.9556,-0.02601342,chrY(+):2830680-2841858
17413339,7.04E-01,5.50E-01,-0.6066478,-7.9556,-0.04661828,chr4(+):43492900-43495921
17471625,7.04E-01,5.50E-01,-0.606633,-7.95561,-0.04257058,chr6(-):129766568-129784270
17302571,7.04E-01,5.50E-01,0.6066051,-7.95562,0.03389675,chr14(+):105588492-105593907
17467193,7.04E-01,5.50E-01,0.6065728,-7.95564,0.0483935,chr6(-):57978394-57979302
17266653,7.04E-01,5.50E-01,0.606554,-7.95566,0.0469645,chr11(-):80017354-80029868
17531130,7.04E-01,5.51E-01,-0.6063483,-7.95578,-0.03843039,chr9(-):108085414-108094480
17311459,7.04E-01,5.51E-01,0.6063095,-7.95581,0.03931739,chr15(+):48551308-48551440
17325946,7.04E-01,5.51E-01,-0.606268,-7.95583,-0.03200183,chr16(+):45535266-45607001
17290985,7.04E-01,5.51E-01,0.6062314,-7.95586,0.02964761,chr13(-):21573510-21574454
17541648,7.04E-01,5.51E-01,0.6061715,-7.95589,0.03690861,chrX(-):51753959-51801233
17449091,7.04E-01,5.51E-01,-0.606112,-7.95593,-0.04078753,chr5(-):77511194-77511748
17326318,7.04E-01,5.51E-01,0.6060088,-7.956,0.02650764,chr16(+):56477844-56690135
17255788,7.04E-01,5.51E-01,0.6059858,-7.95601,0.05300589,chr11(+):97415533-97502402
17362369,7.04E-01,5.51E-01,0.6059849,-7.95601,0.03464314,chr19(-):7781041-7802667
17362156,7.04E-01,5.51E-01,0.605941,-7.95604,0.04872061,chr19(-):6953713-6969789
17452089,7.04E-01,5.51E-01,0.6059179,-7.95605,0.05928578,chr5(-):120786312-120795530
17201191,7.04E-01,5.51E-01,0.6058863,-7.95607,0.12724075,--normgene->intron
17406730,7.04E-01,5.51E-01,-0.6058837,-7.95607,-0.03706589,chr3(-):88377736-88378699
17358749,7.04E-01,5.51E-01,-0.6058645,-7.95608,-0.03398086,chr19(+):34067358-34084918
17211087,7.04E-01,5.51E-01,0.6058367,-7.9561,0.03885119,chr1(+):9982387-9992366
17432135,7.04E-01,5.51E-01,0.6058031,-7.95612,0.03899378,chr4(-):141113001-141139796
17261177,7.04E-01,5.51E-01,0.6057797,-7.95614,0.03714322,chr11(-):24903983-24926058
17206587,7.04E-01,5.51E-01,0.6057198,-7.95618,0.09495728,--normgene->intron
17207575,7.04E-01,5.51E-01,-0.605684,-7.9562,-0.1040645,--normgene->intron
17418254,7.04E-01,5.51E-01,-0.6055972,-7.95625,-0.07353897,--not in current csv annotation file
17548446,7.04E-01,5.51E-01,0.6055929,-7.95625,0.04386117,chr5(-):34306715-34307176
17225829,7.04E-01,5.51E-01,-0.6055144,-7.9563,-0.04215461,chr1(-):95990659-96021758
17409280,7.04E-01,5.51E-01,-0.6055065,-7.95631,-0.04049539,chr3(-):108379277-108383741
